Name,Team,Nationalaty,Position,age,Matches Played_x,Matches Starts_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Matches Starts_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y
Owen Beck,10,58,0,19,2,0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozan Kabak,14,53,0,21,8,8,7.2,0.0,0.0,2.0,0.0,4.0,311.0,5525.0,77.0,170.0,53.0,0.0,14.0,4.0,0.0,57.0,14.0,10.0,27.0,387.0,56.0,250.0,151.0,15.0,5.0,376.0,11.0,15.0,253.0,1304.0,749.0,12.0,5.0,265.0,11.0,10.0,3.0,52.0,23.0,16.0,13.0,13.0,12.4,0.0,0.0,4.0,0.0,2.0,745.0,13551.0,241.0,362.0,138.0,0.0,26.0,27.0,2.0,141.0,15.0,8.0,60.0,872.0,111.0,463.0,443.0,18.0,6.0,859.0,9.0,13.0,590.0,2664.0,1281.0,31.0,3.0,618.0,15.0,6.0,15.0,121.0,33.0,27.0
Ozan Tufan,17,53,7,26,7,4,4.0,0.0,0.0,0.0,0.0,7.0,105.0,1399.0,40.0,36.0,20.0,6.0,7.0,3.0,1.0,60.0,2.0,0.0,3.0,129.0,4.0,19.0,74.0,47.0,8.0,120.0,1.0,2.0,70.0,428.0,190.0,7.0,5.0,108.0,8.0,2.0,1.0,32.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Fornals,18,21,5,25,26,17,18.0,4.0,2.0,3.0,0.0,30.0,690.0,9484.0,273.0,266.0,110.0,29.0,12.0,33.0,16.0,362.0,29.0,2.0,11.0,887.0,21.0,141.0,406.0,385.0,49.0,852.0,12.0,29.0,606.0,3034.0,1618.0,86.0,22.0,780.0,20.0,21.0,25.0,118.0,17.0,22.0,36.0,33.0,30.6,6.0,4.0,3.0,0.0,53.0,1102.0,14075.0,523.0,387.0,134.0,37.0,43.0,44.0,7.0,577.0,53.0,1.0,9.0,1384.0,23.0,248.0,685.0,551.0,74.0,1360.0,21.0,51.0,926.0,5023.0,2622.0,127.0,33.0,1285.0,34.0,28.0,29.0,216.0,25.0,37.0
Pablo Marí,0,21,0,28,3,3,3.0,0.0,0.0,1.0,0.0,1.0,86.0,1640.0,26.0,41.0,17.0,0.0,11.0,6.0,4.0,19.0,6.0,4.0,11.0,114.0,15.0,55.0,61.0,7.0,3.0,113.0,1.0,1.0,59.0,353.0,190.0,4.0,0.0,66.0,2.0,3.0,2.0,17.0,5.0,4.0,16.0,16.0,16.3,1.0,0.0,2.0,0.0,6.0,873.0,16771.0,235.0,445.0,185.0,1.0,34.0,22.0,8.0,100.0,16.0,9.0,75.0,1001.0,134.0,558.0,480.0,29.0,9.0,987.0,3.0,4.0,704.0,3794.0,2182.0,51.0,3.0,756.0,19.0,7.0,19.0,115.0,47.0,20.0
Pascal Groß,3,15,8,30,13,11,10.9,0.0,2.0,0.0,0.0,13.0,579.0,8843.0,206.0,227.0,120.0,36.0,7.0,15.0,7.0,131.0,17.0,2.0,14.0,665.0,24.0,137.0,290.0,267.0,22.0,576.0,2.0,4.0,387.0,1814.0,784.0,46.0,9.0,508.0,5.0,6.0,10.0,72.0,3.0,16.0,40.0,32.0,32.9,3.0,10.0,4.0,0.0,37.0,1669.0,25820.0,590.0,606.0,424.0,131.0,48.0,44.0,19.0,430.0,33.0,5.0,24.0,1900.0,43.0,363.0,895.0,771.0,74.0,1644.0,11.0,20.0,1180.0,5810.0,2610.0,139.0,22.0,1456.0,28.0,21.0,28.0,227.0,22.0,47.0
Pascal Struijk,8,42,2,22,14,11,11.3,0.0,0.0,3.0,1.0,5.0,488.0,8912.0,144.0,248.0,83.0,0.0,21.0,27.0,9.0,180.0,23.0,8.0,31.0,604.0,73.0,305.0,271.0,55.0,3.0,579.0,2.0,3.0,353.0,1756.0,903.0,15.0,8.0,385.0,20.0,4.0,20.0,91.0,16.0,16.0,29.0,23.0,24.1,1.0,0.0,3.0,0.0,14.0,1259.0,24438.0,306.0,660.0,272.0,1.0,70.0,56.0,14.0,382.0,52.0,23.0,102.0,1542.0,243.0,933.0,622.0,82.0,20.0,1503.0,4.0,5.0,838.0,5118.0,2946.0,28.0,9.0,1036.0,31.0,8.0,30.0,228.0,51.0,45.0
Patrick Bamford,8,20,3,28,7,5,5.3,2.0,3.0,2.0,0.0,19.0,88.0,1121.0,46.0,26.0,11.0,3.0,7.0,2.0,1.0,94.0,6.0,3.0,8.0,151.0,10.0,22.0,67.0,72.0,31.0,138.0,3.0,7.0,90.0,343.0,152.0,8.0,6.0,216.0,5.0,6.0,1.0,17.0,4.0,13.0,38.0,37.0,33.9,17.0,7.0,3.0,0.0,105.0,506.0,5231.0,287.0,135.0,27.0,5.0,22.0,26.0,6.0,606.0,16.0,9.0,35.0,868.0,46.0,88.0,403.0,408.0,183.0,779.0,17.0,39.0,445.0,1908.0,902.0,56.0,38.0,1376.0,47.0,30.0,18.0,93.0,54.0,81.0
Patson Daka,9,60,5,23,17,9,9.9,7.0,4.0,0.0,0.0,32.0,133.0,1487.0,73.0,45.0,4.0,7.0,6.0,6.0,0.0,132.0,8.0,0.0,2.0,239.0,4.0,21.0,86.0,142.0,48.0,231.0,4.0,12.0,138.0,486.0,270.0,17.0,11.0,315.0,11.0,15.0,4.0,38.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Pogba,12,23,9,28,13,10,9.9,0.0,7.0,4.0,1.0,22.0,592.0,10366.0,213.0,229.0,126.0,11.0,12.0,14.0,3.0,174.0,10.0,2.0,15.0,729.0,14.0,113.0,444.0,221.0,28.0,723.0,23.0,33.0,522.0,2202.0,1254.0,62.0,22.0,636.0,31.0,16.0,4.0,94.0,21.0,18.0,42.0,31.0,31.8,6.0,7.0,8.0,0.0,53.0,1752.0,27770.0,738.0,611.0,320.0,32.0,46.0,50.0,17.0,417.0,31.0,1.0,58.0,2166.0,70.0,442.0,1171.0,686.0,91.0,2134.0,54.0,88.0,1549.0,6978.0,3805.0,182.0,70.0,1870.0,67.0,87.0,37.0,285.0,68.0,43.0
Phil Bardsley,4,49,0,36,2,2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,6.0,6.5,0.0,0.0,4.0,0.0,8.0,165.0,2256.0,49.0,67.0,40.0,16.0,13.0,6.0,2.0,39.0,4.0,1.0,14.0,196.0,15.0,64.0,100.0,43.0,2.0,160.0,2.0,2.0,88.0,421.0,190.0,11.0,2.0,99.0,15.0,11.0,10.0,39.0,5.0,5.0
Phil Foden,11,20,3,21,18,13,13.1,6.0,6.0,0.0,0.0,41.0,608.0,7831.0,318.0,177.0,92.0,44.0,15.0,10.0,4.0,212.0,10.0,1.0,0.0,742.0,5.0,34.0,268.0,472.0,97.0,682.0,11.0,22.0,545.0,2431.0,1177.0,75.0,33.0,730.0,7.0,15.0,7.0,57.0,4.0,19.0,50.0,36.0,37.5,16.0,10.0,0.0,0.0,102.0,1442.0,18075.0,768.0,462.0,143.0,89.0,32.0,43.0,14.0,498.0,31.0,2.0,19.0,1803.0,22.0,150.0,663.0,1097.0,216.0,1721.0,64.0,107.0,1343.0,6482.0,3841.0,229.0,40.0,1735.0,27.0,70.0,35.0,161.0,21.0,50.0
Pierluigi Gollini,16,33,6,26,6,6,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Højbjerg,16,16,7,26,21,17,18.5,3.0,2.0,1.0,0.0,12.0,967.0,16013.0,389.0,421.0,141.0,4.0,42.0,37.0,14.0,288.0,25.0,4.0,22.0,1111.0,39.0,268.0,736.0,174.0,10.0,1074.0,19.0,32.0,761.0,3311.0,1702.0,55.0,9.0,839.0,19.0,23.0,26.0,152.0,15.0,10.0,51.0,44.0,46.4,2.0,5.0,12.0,0.0,20.0,2957.0,49891.0,1154.0,1303.0,448.0,14.0,108.0,127.0,65.0,858.0,63.0,11.0,87.0,3356.0,140.0,853.0,2276.0,393.0,27.0,3264.0,32.0,51.0,2275.0,10164.0,4705.0,162.0,32.0,2508.0,93.0,82.0,93.0,483.0,59.0,42.0
Pierre Lees-Melou,14,23,7,28,13,11,10.5,0.0,0.0,5.0,0.0,16.0,407.0,5764.0,176.0,138.0,69.0,14.0,25.0,30.0,11.0,274.0,25.0,6.0,7.0,509.0,28.0,136.0,259.0,134.0,17.0,503.0,6.0,13.0,323.0,1429.0,685.0,25.0,2.0,379.0,22.0,11.0,20.0,84.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,0,24,3,32,15,13,12.4,7.0,2.0,3.0,0.0,37.0,203.0,1995.0,115.0,62.0,14.0,9.0,8.0,12.0,2.0,201.0,19.0,3.0,3.0,320.0,5.0,34.0,139.0,167.0,55.0,312.0,2.0,6.0,168.0,1020.0,597.0,29.0,5.0,442.0,18.0,12.0,7.0,38.0,28.0,32.0,39.0,33.0,33.8,15.0,4.0,3.0,0.0,84.0,789.0,8953.0,404.0,271.0,56.0,54.0,20.0,18.0,4.0,423.0,32.0,2.0,17.0,1055.0,26.0,136.0,421.0,564.0,159.0,1024.0,13.0,34.0,686.0,3909.0,2329.0,117.0,23.0,1490.0,28.0,22.0,5.0,102.0,37.0,81.0
Pontus Jansson,2,50,0,30,17,17,16.9,1.0,1.0,3.0,0.0,9.0,667.0,11813.0,178.0,347.0,132.0,0.0,72.0,13.0,6.0,87.0,20.0,9.0,83.0,827.0,179.0,538.0,303.0,28.0,21.0,798.0,0.0,1.0,407.0,2087.0,1087.0,18.0,2.0,492.0,9.0,7.0,10.0,157.0,48.0,41.0,24.0,23.0,22.7,0.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,7.0,0.0,0.0,0.0
Przemysław Płacheta,14,45,3,23,3,2,1.6,0.0,0.0,0.0,0.0,1.0,53.0,695.0,21.0,16.0,11.0,6.0,1.0,2.0,0.0,32.0,1.0,0.0,3.0,73.0,3.0,22.0,23.0,32.0,4.0,64.0,2.0,2.0,48.0,283.0,158.0,6.0,6.0,65.0,1.0,4.0,1.0,9.0,1.0,4.0,28.0,12.0,14.5,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,15.0,0.0,0.0,0.0
Raheem Sterling,11,20,3,27,23,13,15.7,7.0,3.0,0.0,0.0,46.0,494.0,6044.0,288.0,152.0,25.0,35.0,2.0,14.0,4.0,194.0,9.0,0.0,2.0,666.0,0.0,33.0,232.0,454.0,129.0,654.0,25.0,54.0,567.0,2972.0,1960.0,112.0,34.0,734.0,19.0,30.0,10.0,52.0,3.0,14.0,49.0,41.0,41.1,14.0,10.0,6.0,0.0,103.0,1366.0,15665.0,839.0,366.0,57.0,46.0,24.0,26.0,8.0,356.0,21.0,1.0,2.0,1802.0,4.0,86.0,736.0,1099.0,293.0,1776.0,87.0,157.0,1537.0,7182.0,4374.0,274.0,106.0,2068.0,53.0,70.0,30.0,152.0,9.0,31.0
Raphael Dias Belloli,8,7,9,25,16,16,15.0,8.0,1.0,4.0,0.0,45.0,595.0,7000.0,211.0,185.0,153.0,43.0,4.0,28.0,10.0,221.0,24.0,0.0,13.0,864.0,25.0,122.0,377.0,410.0,61.0,777.0,32.0,81.0,595.0,2777.0,1712.0,85.0,30.0,756.0,25.0,27.0,12.0,108.0,16.0,14.0,31.0,26.0,26.6,6.0,9.0,3.0,0.0,70.0,1057.0,13455.0,380.0,359.0,249.0,76.0,25.0,38.0,13.0,402.0,39.0,1.0,33.0,1450.0,42.0,204.0,645.0,687.0,135.0,1307.0,61.0,118.0,956.0,4827.0,3115.0,162.0,36.0,1351.0,22.0,39.0,19.0,159.0,12.0,38.0
Raphaël Varane,12,23,0,28,9,8,7.9,0.0,1.0,1.0,0.0,4.0,457.0,9677.0,100.0,241.0,110.0,0.0,17.0,8.0,2.0,62.0,16.0,7.0,53.0,554.0,70.0,273.0,300.0,22.0,6.0,538.0,0.0,2.0,341.0,2547.0,1525.0,33.0,0.0,378.0,1.0,2.0,5.0,67.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayan Aït Nouri,19,23,0,20,11,10,9.7,0.0,2.0,1.0,0.0,8.0,440.0,5292.0,177.0,164.0,78.0,30.0,19.0,39.0,15.0,183.0,10.0,0.0,14.0,558.0,27.0,205.0,201.0,172.0,18.0,472.0,17.0,31.0,343.0,1681.0,1100.0,60.0,17.0,354.0,8.0,10.0,24.0,58.0,8.0,6.0,24.0,18.0,18.1,1.0,1.0,2.0,0.0,17.0,785.0,10835.0,356.0,312.0,81.0,32.0,20.0,31.0,12.0,241.0,27.0,0.0,39.0,986.0,43.0,264.0,465.0,322.0,29.0,853.0,37.0,61.0,651.0,3125.0,2044.0,98.0,21.0,666.0,17.0,26.0,18.0,118.0,14.0,21.0
Raúl Jiménez,19,39,3,30,17,16,15.5,3.0,2.0,5.0,1.0,31.0,452.0,4598.0,255.0,115.0,41.0,9.0,19.0,18.0,3.0,224.0,13.0,2.0,11.0,684.0,15.0,66.0,367.0,290.0,80.0,656.0,26.0,57.0,475.0,1760.0,858.0,54.0,38.0,826.0,27.0,31.0,12.0,64.0,44.0,59.0,11.0,10.0,9.4,4.0,0.0,0.0,0.0,27.0,263.0,3241.0,150.0,64.0,32.0,3.0,13.0,7.0,0.0,90.0,8.0,1.0,10.0,384.0,15.0,36.0,213.0,164.0,41.0,377.0,11.0,23.0,253.0,1359.0,724.0,43.0,19.0,421.0,10.0,19.0,4.0,45.0,17.0,19.0
Reece James,5,20,2,22,21,17,17.0,5.0,6.0,5.0,1.0,30.0,1061.0,15226.0,493.0,397.0,129.0,58.0,26.0,29.0,7.0,215.0,20.0,1.0,11.0,1206.0,24.0,208.0,516.0,561.0,50.0,1037.0,24.0,30.0,832.0,3789.0,1872.0,101.0,18.0,895.0,16.0,25.0,21.0,123.0,16.0,19.0,47.0,34.0,36.5,1.0,5.0,4.0,0.0,41.0,2369.0,36794.0,949.0,983.0,369.0,146.0,68.0,87.0,25.0,452.0,77.0,14.0,76.0,2767.0,114.0,740.0,1201.0,986.0,67.0,2465.0,47.0,64.0,1756.0,7482.0,3988.0,212.0,35.0,2042.0,50.0,26.0,52.0,262.0,52.0,39.0
Ricardo Pereira,9,46,0,28,12,11,8.9,0.0,2.0,2.0,0.0,3.0,408.0,5089.0,208.0,142.0,41.0,11.0,12.0,31.0,14.0,152.0,22.0,3.0,21.0,510.0,27.0,145.0,257.0,125.0,13.0,445.0,7.0,13.0,315.0,986.0,603.0,30.0,5.0,329.0,7.0,17.0,23.0,56.0,14.0,7.0,19.0,13.0,12.9,0.0,1.0,4.0,0.0,7.0,569.0,7197.0,261.0,224.0,54.0,16.0,21.0,39.0,12.0,215.0,31.0,0.0,30.0,752.0,28.0,204.0,316.0,270.0,28.0,675.0,20.0,38.0,466.0,1671.0,1020.0,56.0,22.0,539.0,20.0,18.0,25.0,92.0,12.0,15.0
Richarlison,7,7,5,24,11,10,9.8,3.0,2.0,5.0,0.0,18.0,170.0,1671.0,78.0,51.0,16.0,6.0,14.0,13.0,3.0,185.0,17.0,3.0,9.0,327.0,10.0,41.0,132.0,168.0,50.0,320.0,10.0,24.0,216.0,956.0,509.0,28.0,22.0,406.0,18.0,20.0,6.0,51.0,14.0,60.0,40.0,39.0,37.1,13.0,3.0,5.0,1.0,101.0,772.0,8273.0,375.0,261.0,62.0,35.0,28.0,49.0,13.0,574.0,33.0,3.0,38.0,1219.0,52.0,202.0,560.0,595.0,157.0,1201.0,62.0,111.0,899.0,5866.0,3563.0,169.0,67.0,1409.0,43.0,91.0,33.0,186.0,42.0,81.0
Rico Henry,2,20,0,24,18,17,16.3,2.0,0.0,2.0,0.0,9.0,563.0,6920.0,228.0,216.0,79.0,26.0,43.0,16.0,3.0,172.0,34.0,6.0,27.0,728.0,40.0,225.0,322.0,229.0,15.0,702.0,13.0,30.0,472.0,2212.0,1080.0,47.0,28.0,490.0,14.0,17.0,16.0,161.0,26.0,23.0,34.0,33.0,31.2,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,42.0,26.0,0.0,0.0,0.0
Riyad Mahrez,11,17,3,30,23,15,15.9,11.0,4.0,0.0,0.0,64.0,709.0,9722.0,351.0,249.0,90.0,45.0,7.0,14.0,5.0,185.0,12.0,1.0,0.0,873.0,11.0,58.0,303.0,579.0,109.0,812.0,15.0,30.0,678.0,3834.0,2192.0,123.0,25.0,777.0,5.0,27.0,8.0,76.0,5.0,12.0,48.0,39.0,38.2,14.0,9.0,0.0,0.0,105.0,1532.0,20764.0,748.0,537.0,171.0,113.0,19.0,36.0,12.0,420.0,32.0,3.0,7.0,1898.0,13.0,102.0,718.0,1222.0,226.0,1812.0,56.0,104.0,1487.0,7610.0,4391.0,284.0,53.0,1831.0,32.0,61.0,29.0,178.0,19.0,25.0
Rob Holding,0,20,2,26,7,6,6.1,0.0,0.0,2.0,0.0,5.0,73.0,1302.0,15.0,36.0,19.0,1.0,2.0,5.0,2.0,16.0,12.0,9.0,12.0,107.0,31.0,64.0,44.0,3.0,3.0,104.0,1.0,1.0,52.0,287.0,87.0,1.0,1.0,59.0,3.0,0.0,4.0,13.0,5.0,8.0,39.0,36.0,37.3,0.0,1.0,2.0,0.0,22.0,2005.0,40438.0,466.0,1044.0,478.0,4.0,71.0,47.0,10.0,332.0,60.0,33.0,182.0,2356.0,374.0,1264.0,1163.0,88.0,27.0,2306.0,11.0,14.0,1619.0,8276.0,4840.0,111.0,11.0,1727.0,39.0,9.0,32.0,277.0,83.0,59.0
Robert Sánchez,3,21,6,24,15,15,15.0,0.0,0.0,2.0,1.0,0.0,685.0,13867.0,92.0,267.0,325.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,727.0,569.0,721.0,6.0,0.0,0.0,606.0,0.0,0.0,413.0,1742.0,928.0,0.0,0.0,440.0,0.0,2.0,0.0,69.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,2.0,0.0,0.0,1095.0,23930.0,121.0,386.0,584.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1148.0,957.0,1138.0,10.0,2.0,1.0,929.0,0.0,0.0,657.0,2810.0,1564.0,0.0,1.0,673.0,2.0,5.0,0.0,134.0,1.0,1.0
Roberto Firmino,10,7,3,30,14,6,7.3,6.0,3.0,0.0,0.0,19.0,274.0,3408.0,127.0,103.0,23.0,4.0,11.0,18.0,1.0,121.0,9.0,0.0,1.0,360.0,2.0,31.0,189.0,166.0,35.0,351.0,7.0,17.0,256.0,1055.0,558.0,36.0,16.0,366.0,7.0,9.0,14.0,42.0,5.0,11.0,48.0,38.0,37.3,9.0,9.0,2.0,0.0,100.0,1467.0,17544.0,776.0,483.0,103.0,35.0,51.0,39.0,12.0,666.0,65.0,5.0,14.0,1894.0,20.0,160.0,891.0,956.0,244.0,1850.0,58.0,86.0,1343.0,6069.0,3150.0,188.0,63.0,2041.0,30.0,33.0,25.0,230.0,33.0,94.0
Robin Koch,8,15,8,25,2,2,2.0,0.0,0.0,1.0,0.0,0.0,68.0,1061.0,19.0,35.0,14.0,0.0,5.0,4.0,1.0,34.0,2.0,0.0,8.0,86.0,15.0,53.0,35.0,1.0,0.0,85.0,1.0,1.0,49.0,200.0,105.0,0.0,1.0,50.0,3.0,0.0,2.0,14.0,8.0,3.0,17.0,13.0,12.6,0.0,0.0,1.0,0.0,9.0,757.0,13825.0,169.0,429.0,146.0,1.0,39.0,29.0,12.0,183.0,31.0,14.0,40.0,883.0,156.0,501.0,380.0,51.0,11.0,867.0,2.0,2.0,555.0,3121.0,1986.0,35.0,5.0,597.0,25.0,8.0,18.0,159.0,40.0,25.0
Rodri,11,21,7,25,22,21,20.1,2.0,1.0,5.0,0.0,19.0,1662.0,31917.0,546.0,797.0,290.0,3.0,53.0,49.0,27.0,292.0,26.0,3.0,26.0,1823.0,52.0,345.0,1185.0,416.0,26.0,1807.0,8.0,17.0,1298.0,5307.0,2600.0,112.0,13.0,1485.0,39.0,22.0,35.0,211.0,44.0,16.0,53.0,46.0,44.3,2.0,5.0,7.0,0.0,45.0,3555.0,65651.0,1303.0,1544.0,643.0,16.0,104.0,99.0,35.0,647.0,48.0,14.0,91.0,3915.0,134.0,777.0,2602.0,736.0,63.0,3877.0,33.0,42.0,2812.0,12541.0,6361.0,267.0,23.0,3121.0,73.0,57.0,74.0,511.0,112.0,34.0
Rodrigo,8,21,9,30,15,14,12.8,2.0,0.0,4.0,0.0,31.0,310.0,4348.0,152.0,90.0,48.0,16.0,10.0,11.0,2.0,147.0,4.0,0.0,10.0,427.0,12.0,55.0,216.0,185.0,38.0,405.0,8.0,17.0,298.0,1417.0,592.0,35.0,18.0,447.0,12.0,15.0,8.0,49.0,11.0,22.0,28.0,16.0,15.8,7.0,2.0,3.0,0.0,53.0,573.0,7609.0,252.0,205.0,77.0,21.0,36.0,20.0,2.0,259.0,9.0,0.0,16.0,759.0,17.0,113.0,349.0,338.0,76.0,751.0,18.0,29.0,505.0,2633.0,1113.0,73.0,22.0,816.0,26.0,19.0,14.0,101.0,25.0,34.0
Romain Perraud,15,23,0,24,8,7,7.1,0.0,0.0,0.0,0.0,4.0,216.0,1779.0,101.0,72.0,28.0,17.0,17.0,15.0,5.0,95.0,8.0,1.0,16.0,277.0,15.0,71.0,122.0,95.0,7.0,220.0,1.0,4.0,124.0,642.0,354.0,16.0,4.0,144.0,11.0,7.0,10.0,43.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Saïss,19,37,0,31,19,19,18.4,3.0,0.0,3.0,0.0,15.0,934.0,16181.0,249.0,475.0,196.0,3.0,61.0,33.0,10.0,156.0,28.0,12.0,114.0,1167.0,168.0,654.0,503.0,58.0,18.0,1141.0,1.0,2.0,645.0,2688.0,1393.0,38.0,4.0,749.0,21.0,9.0,22.0,154.0,56.0,28.0,30.0,30.0,29.7,3.0,0.0,2.0,0.0,32.0,1411.0,25009.0,370.0,657.0,345.0,17.0,68.0,37.0,7.0,259.0,43.0,16.0,165.0,1740.0,210.0,882.0,786.0,158.0,36.0,1668.0,8.0,14.0,940.0,4782.0,2792.0,70.0,3.0,1179.0,36.0,13.0,20.0,219.0,89.0,53.0
