Name,Team,Number of Inj,inj22,Freq Inj,inj days 20-21,inj days 19-20,inj days 18-19,Sus days 22,sus days 20-21,sus days 19-20,sus days 18-19,Career Suspension days,Career INJ days,Suspended,Knock,Hamstring,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Groin Strain,Back Injury,Hip/Thigh Injury,Calf Muscle Strain,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Foot Injury,ACL Knee Ligament Injury,Ankle Ligaments,MCL Knee Ligament Injury,Concussion,Sprained Ankle,Rib Injury,Toe Injury,Achilles tendonitis,Thumb / Wrist Injury
Saman Ghoddos,Brentford,2,0,Appendicitis,0,41,31,0,0,127,0,127,72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saïd Benrahma,West Ham United,2,0,Knock,14,0,0,0,0,0,3,3,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Saúl Ñíguez,Chelsea,6,0,Hamstring,20,0,17,0,3,16,13,76,96,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Carson,Manchester City,1,0,Virus,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott McTominay,Manchester United,13,33,Knock,22,80,57,0,0,0,0,0,196,0,6,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead Kolašinac,Arsenal,17,0,Thigh Muscle Strain,41,172,74,0,3,0,0,3,377,1,2,2,3,2,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Sean Longstaff,Newcastle United,4,0,Ankle/Foot Injury,0,161,89,0,0,29,0,29,250,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergi Canós,Brentford,1,2,Knock,0,0,0,6,0,0,0,23,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Reguilón,Tottenham Hotspur,8,12,Knock,46,0,30,0,0,13,0,13,88,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shandon Baptiste,Brentford,1,46,Shoulder Injury,0,0,0,0,0,0,4,4,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shane Duffy,Brighton & Hov…,4,0,Calf/Shin Injury,0,35,0,11,0,0,18,35,37,4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Long,Southampton,28,16,Knee Injury,0,17,93,0,0,0,0,0,457,0,4,4,3,5,0,1,0,1,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0
Solly March,Brighton & Hov…,6,0,Ankle/Foot Injury,134,55,15,0,0,0,0,0,208,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son Heung min,Tottenham Hotspur,8,24,Broken Arm,22,43,1,0,0,11,0,116,186,3,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Alzate,Brighton & Hov…,3,76,Ankle/Foot Injury,18,0,0,0,0,0,0,0,164,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Bergwijn,Tottenham Hotspur,9,29,Ankle/Foot Injury,20,115,12,0,0,0,0,7,235,1,2,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Armstrong,Southampton,15,84,Calf/Shin Injury,50,58,37,0,0,0,0,0,229,0,3,2,0,0,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Séamus Coleman,Everton,34,27,Hamstring,72,124,80,0,0,14,0,102,965,2,3,8,2,0,7,1,3,0,0,0,0,2,0,2,0,1,1,0,0,0,0,1,2,0,0,0
Takehiro Tomiyasu,Arsenal,2,6,Calf/Shin Injury,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takumi Minamino,Liverpool,2,11,Thigh Muscle Strain,9,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanguy Ndombele,Tottenham Hotspur,10,20,Knock,14,85,17,0,0,0,0,0,146,0,4,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tariq Lamptey,Brighton & Hov…,4,37,Hamstring,185,0,0,0,7,0,0,7,222,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tariqe Fosu,Brentford,1,0,Knee Injury,0,0,0,0,0,0,21,21,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Richards,Brighton & Hov…,1,12,Back Injury,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teemu Pukki,Norwich City,2,0,Ankle/Foot Injury,0,20,0,0,0,0,0,0,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Walcott,Southampton,28,22,Calf Muscle Strain,77,95,17,0,0,0,0,0,866,0,2,2,3,1,1,1,2,0,1,1,0,0,5,1,1,1,0,1,0,0,0,0,2,0,0,0
Thiago Alcántara,Liverpool,13,65,Calf/Shin Injury,97,38,35,0,0,3,0,3,374,1,2,0,1,2,0,1,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiago Silva,Chelsea,24,0,Thigh Muscle Strain,64,39,54,0,11,0,2,30,449,4,4,2,0,3,8,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Partey,Arsenal,8,52,Hamstring,84,4,0,0,0,19,14,186,156,12,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tim Krul,Norwich City,11,0,Ankle/Foot Injury,0,38,0,0,0,0,0,0,540,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Timo Werner,Chelsea,8,29,Thigh Muscle Strain,6,5,22,0,0,0,0,0,80,0,1,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Timothy Castagne,Leicester City,4,1,Thigh Muscle Strain,72,0,0,0,0,0,0,4,143,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Todd Cantwell,Norwich City,6,37,Ankle/Foot Injury,0,18,0,0,0,0,0,0,55,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Cleverley,Watford,20,5,Ankle/Foot Injury,0,115,40,0,0,0,0,10,759,2,3,3,4,2,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Tom Davies,Everton,5,18,Knock,18,0,0,0,0,0,0,8,96,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Heaton,Manchester United,7,0,Calf Muscle Strain,32,14,0,0,0,0,0,0,647,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Tomáš Souček,West Ham United,1,0,Groin Strain,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Alexander Arnold,Liverpool,10,18,Knock,75,4,55,0,0,0,0,0,156,0,3,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Trevoh Chalobah,Chelsea,3,13,Knee Injury,40,0,0,0,2,14,0,16,53,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Roberts,Leeds United,1,0,Illness,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrick Mitchell,Crystal Palace,4,0,Knock,85,0,0,0,0,0,0,0,85,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrone Mings,Aston Villa,8,2,Knee Injury,4,27,0,7,2,0,3,51,633,5,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Valentino Livramento,Southampton,1,0,Knock,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicente Guaita,Crystal Palace,7,0,Calf Muscle Strain,0,20,16,0,0,0,0,14,136,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Victor Lindelöf,Manchester United,11,5,Back Injury,19,14,20,0,0,0,0,0,66,0,1,0,0,0,0,0,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,Liverpool,13,13,Ankle/Foot Injury,283,3,28,0,0,0,0,15,567,3,2,1,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vitaly Janelt,Brentford,2,12,Thigh Muscle Rupture,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vladimír Coufal,West Ham United,1,9,Groin/Pelvis Injury,0,0,0,7,0,0,0,7,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vontae Daley Campbell,Leicester City,1,16,Illness,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Robert Hennessey,Burnley,11,5,Knock,169,0,31,0,0,0,0,0,317,0,4,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wesley Fofana,Leicester City,6,0,Knee Injury,45,75,0,0,0,12,0,12,270,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfred Ndidi,Leicester City,9,33,Hamstring,86,47,2,0,0,0,0,17,190,2,0,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfried Zaha,Crystal Palace,21,0,Knock,60,11,50,2,0,0,10,32,270,5,4,3,2,3,2,2,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Will Hughes,Crystal Palace,8,26,Hamstring,0,45,47,0,0,0,0,24,225,4,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
William Smallbone,Southampton,3,0,Knee Injury,46,9,0,0,0,0,0,0,315,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
William Troost Ekong,Watford,2,0,Groin Strain,0,0,0,0,0,0,0,7,14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Arnaud Zobo Boly,Wolverhampton …,7,19,Knock,81,88,0,0,0,13,15,28,264,2,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Caballero,Southampton,1,0,Sprained Ankle,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Winston Wiremu Reid,West Ham United,27,64,Hamstring,0,76,0,0,0,0,0,21,1067,3,3,7,1,4,0,1,0,0,0,2,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Yan Valery,Southampton,4,0,Knock,13,101,8,0,0,0,0,0,122,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yerry Mina,Everton,14,57,Knock,39,54,136,0,0,0,0,0,375,0,3,1,0,1,2,2,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Yerson Mosquera Valdelamar,Wolverhampton …,2,0,Hip/Thigh Injury,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoane Wissa,Brentford,1,41,Ankle Fracture,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youri Tielemans,Leicester City,3,21,Back Injury,0,0,0,0,0,0,4,14,65,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Bissouma,Brighton & Hov…,5,25,Hip/Thigh Injury,0,0,22,10,27,0,0,51,170,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zack Steffen,Manchester City,3,14,Knee Injury,0,80,0,0,0,0,0,0,240,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Çağlar Söyüncü,Leicester City,4,0,Groin/Pelvis Injury,95,0,17,0,0,14,0,14,134,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
İlkay Gündoğan,Manchester City,15,30,Knock,37,5,46,0,0,4,0,4,378,1,5,1,1,3,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Łukasz Fabiański,West Ham United,10,0,Thigh Muscle Strain,16,106,4,0,0,0,0,7,523,1,0,0,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
